date,meantempm,meantempm_1,meantempm_2,meantempm_3,meandewptm_1,meandewptm_2,meandewptm_3,meanpressurem_1,meanpressurem_2,meanpressurem_3,maxhumidity_1,maxhumidity_2,maxhumidity_3,minhumidity_1,minhumidity_2,minhumidity_3,maxtempm_1,maxtempm_2,maxtempm_3,mintempm_1,mintempm_2,mintempm_3,maxdewptm_1,maxdewptm_2,maxdewptm_3,mindewptm_1,mindewptm_2,mindewptm_3,maxpressurem_1,maxpressurem_2,maxpressurem_3,minpressurem_1,minpressurem_2,minpressurem_3,precipm_1,precipm_2,precipm_3
2016/2/25,-1,2,4,5,-3,-2,1,1019,1019,1021,89,92,85,40,34,62,8,11,7,-4,-3,3,0,0,2,-6,-6,-1,1021,1021,1025,1017,1017,1017,0,0,0
2016/2/26,4,-1,2,4,-4,-3,-2,1027,1019,1019,89,89,92,52,40,34,3,8,11,-4,-4,-3,-1,0,0,-7,-6,-6,1030,1021,1021,1020,1017,1017,0.25,0,0
2016/2/27,11,4,-1,2,-6,-4,-3,1023,1027,1019,92,89,89,30,52,40,14,3,8,-6,-4,-4,-4,-1,0,-8,-7,-6,1029,1030,1021,1020,1020,1017,0,0.25,0
2016/2/28,8,11,4,-1,-3,-6,-4,1010,1023,1027,85,92,89,18,30,52,25,14,3,-3,-6,-4,0,-4,-1,-6,-8,-7,1019,1029,1030,1001,1020,1020,0,0,0.25
2016/2/29,9,8,11,4,0,-3,-6,1009,1010,1023,72,85,92,35,18,30,15,25,14,0,-3,-6,4,0,-4,-4,-6,-8,1017,1019,1029,1000,1001,1020,0,0,0
2016/3/1,-2,9,8,11,-3,0,-3,1013,1009,1010,78,72,85,28,35,18,19,15,25,-2,0,-3,1,4,0,-8,-4,-6,1017,1017,1019,1008,1000,1001,0,0,0
2016/3/2,4,-2,9,8,-8,-3,0,1022,1013,1009,81,78,72,51,28,35,1,19,15,-6,-2,0,-8,1,4,-9,-8,-4,1025,1017,1017,1018,1008,1000,0,0,0
2016/3/3,2,4,-2,9,-4,-8,-3,1013,1022,1013,84,81,78,29,51,28,17,1,19,-8,-6,-2,-1,-8,1,-10,-9,-8,1022,1025,1017,1007,1018,1008,0,0,0
2016/3/4,5,2,4,-2,-3,-4,-8,1019,1013,1022,84,84,81,49,29,51,9,17,1,-4,-8,-6,-2,-1,-8,-6,-10,-9,1023,1022,1025,1013,1007,1018,0,0,0
2016/3/5,7,5,2,4,-2,-3,-4,1019,1019,1013,96,84,84,35,49,29,16,9,17,-6,-4,-8,1,-2,-1,-7,-6,-10,1022,1023,1022,1015,1013,1007,0,0,0
2016/3/6,17,7,5,2,-2,-2,-3,1022,1019,1019,92,96,84,28,35,49,19,16,9,-5,-6,-4,1,1,-2,-6,-7,-6,1025,1022,1023,1018,1015,1013,0,0,0
2016/3/7,19,17,7,5,4,-2,-2,1007,1022,1019,62,92,96,38,28,35,26,19,16,7,-5,-6,11,1,1,-3,-6,-7,1017,1025,1022,1001,1018,1015,0,0,0
2016/3/8,11,19,17,7,12,4,-2,999,1007,1022,84,62,92,40,38,28,27,26,19,11,7,-5,14,11,1,7,-3,-6,1001,1017,1025,997,1001,1018,0,0,0
2016/3/9,8,11,19,17,7,12,4,1006,999,1007,87,84,62,40,40,38,18,27,26,4,11,7,14,14,11,2,7,-3,1012,1001,1017,1001,997,1001,0,0,0
2016/3/10,12,8,11,19,1,7,12,1015,1006,999,100,87,84,36,40,40,17,18,27,-2,4,11,3,14,14,-2,2,7,1018,1012,1001,1012,1001,997,0,0,0
2016/3/11,13,12,8,11,3,1,7,1020,1015,1006,89,100,87,33,36,40,22,17,18,1,-2,4,5,3,14,-1,-2,2,1022,1018,1012,1018,1012,1001,0,0,0
2016/3/12,7,13,12,8,2,3,1,1022,1020,1015,79,89,100,23,33,36,23,22,17,3,1,-2,2,5,3,0,-1,-2,1024,1022,1018,1020,1018,1012,0,0,0
2016/3/13,14,7,13,12,9,2,3,1013,1022,1020,93,79,89,61,23,33,13,23,22,1,3,1,12,2,5,-1,0,-1,1019,1024,1022,1009,1020,1018,1.52,0,0
2016/3/14,16,14,7,13,12,9,2,1007,1013,1022,100,93,79,67,61,23,18,13,23,9,1,3,13,12,2,9,-1,0,1009,1019,1024,1004,1009,1020,0.25,1.52,0
2016/3/15,11,16,14,7,8,12,9,1002,1007,1013,100,100,93,26,67,61,26,18,13,6,9,1,11,13,12,4,9,-1,1004,1009,1019,999,1004,1009,12.95,0.25,1.52
2016/3/16,8,11,16,14,7,8,12,1004,1002,1007,100,100,100,47,26,67,16,26,18,6,6,9,11,11,13,2,4,9,1011,1004,1009,1000,999,1004,0,12.95,0.25
2016/3/17,7,8,11,16,-2,7,8,1014,1004,1002,76,100,100,21,47,26,16,16,26,1,6,6,2,11,11,-7,2,4,1016,1011,1004,1011,1000,999,0,0,12.95
2016/3/18,4,7,8,11,-4,-2,7,1016,1014,1004,78,76,100,21,21,47,15,16,16,-2,1,6,-2,2,11,-8,-7,2,1020,1016,1011,1015,1011,1000,0,0,0
2016/3/19,3,4,7,8,-7,-4,-2,1024,1016,1014,69,78,76,26,21,21,9,15,16,-1,-2,1,-5,-2,2,-9,-8,-7,1026,1020,1016,1021,1015,1011,0,0,0
2016/3/20,3,3,4,7,-6,-7,-4,1026,1024,1016,78,69,78,48,26,21,7,9,15,-2,-1,-2,1,-5,-2,-8,-9,-8,1029,1026,1020,1024,1021,1015,0,0,0
2016/3/21,9,3,3,4,-6,-6,-7,1029,1026,1024,88,78,69,29,48,26,9,7,9,-4,-2,-1,-3,1,-5,-8,-8,-9,1032,1029,1026,1025,1024,1021,0,0,0
2016/3/22,15,9,3,3,-3,-6,-6,1014,1029,1026,75,88,78,22,29,48,21,9,7,-3,-4,-2,2,-3,1,-7,-8,-8,1024,1032,1029,1004,1025,1024,0,0,0
2016/3/23,9,15,9,3,3,-3,-6,1000,1014,1029,54,75,88,37,22,29,19,21,9,11,-3,-4,4,2,-3,1,-7,-8,1003,1024,1032,998,1004,1025,0,0,0
2016/3/24,2,9,15,9,4,3,-3,998,1000,1014,89,54,75,51,37,22,16,19,21,1,11,-3,8,4,2,-1,1,-7,1005,1003,1024,995,998,1004,0,0,0
2016/3/25,5,2,9,15,-4,4,3,1012,998,1000,96,89,54,28,51,37,9,16,19,-4,1,11,0,8,4,-9,-1,1,1017,1005,1003,1006,995,998,0,0,0
2016/3/26,6,5,2,9,-4,-4,4,1013,1012,998,81,96,89,28,28,51,16,9,16,-6,-4,1,-2,0,8,-9,-9,-1,1016,1017,1005,1010,1006,995,0,0,0
2016/3/27,6,6,5,2,1,-4,-4,1015,1013,1012,96,81,96,44,28,28,11,16,9,0,-6,-4,6,-2,0,-3,-9,-9,1022,1016,1017,1011,1010,1006,8.38,0,0
2016/3/28,8,6,6,5,-6,1,-4,1021,1015,1013,78,96,81,22,44,28,12,11,16,-2,0,-6,-3,6,-2,-9,-3,-9,1022,1022,1016,1019,1011,1010,0,8.38,0
2016/3/29,14,8,6,6,-3,-6,1,1017,1021,1015,81,78,96,18,22,44,21,12,11,-5,-2,0,0,-3,6,-7,-9,-3,1020,1022,1022,1014,1019,1011,0,0,8.38
2016/3/30,18,14,8,6,-1,-3,-6,1013,1017,1021,50,81,78,24,18,22,19,21,12,8,-5,-2,2,0,-3,-3,-7,-9,1017,1020,1022,1006,1014,1019,0,0,0
2016/3/31,9,18,14,8,8,-1,-3,999,1013,1017,86,50,81,36,24,18,27,19,21,9,8,-5,14,2,0,1,-3,-7,1005,1017,1020,995,1006,1014,0.25,0,0
2016/4/1,2,9,18,14,4,8,-1,1003,999,1013,93,86,50,43,36,24,14,27,19,5,9,8,8,14,2,-2,1,-3,1009,1005,1017,999,995,1006,0.25,0.25,0
2016/4/2,7,2,9,18,0,4,8,1015,1003,999,85,93,86,53,43,36,7,14,27,-3,5,9,2,8,14,-4,-2,1,1021,1009,1005,1009,999,995,0.76,0.25,0.25
2016/4/3,16,7,2,9,-2,0,4,1018,1015,1003,81,85,93,29,53,43,17,7,14,-3,-3,5,1,2,8,-7,-4,-2,1020,1021,1009,1015,1009,999,0,0.76,0.25
2016/4/4,9,16,7,2,0,-2,0,1010,1018,1015,76,81,85,12,29,53,29,17,7,2,-3,-3,3,1,2,-3,-7,-4,1016,1020,1021,1005,1015,1009,0,0,0.76
2016/4/5,17,9,16,7,-1,0,-2,1023,1010,1018,76,76,81,28,12,29,17,29,17,2,2,-3,2,3,1,-3,-3,-7,1026,1016,1020,1015,1005,1015,0,0,0
2016/4/6,12,17,9,16,2,-1,0,1014,1023,1010,64,76,76,25,28,12,26,17,29,7,2,2,9,2,3,-3,-3,-3,1024,1026,1016,1006,1015,1005,0.25,0,0
2016/4/7,8,12,17,9,1,2,-1,1010,1014,1023,66,64,76,27,25,28,18,26,17,5,7,2,7,9,2,-2,-3,-3,1013,1024,1026,1007,1006,1015,0,0.25,0
2016/4/8,7,8,12,17,-2,1,2,1015,1010,1014,64,66,64,22,27,25,16,18,26,1,5,7,2,7,9,-6,-2,-3,1021,1013,1024,1012,1007,1006,0,0,0.25
2016/4/9,7,7,8,12,-4,-2,1,1022,1015,1010,78,64,66,25,22,27,16,16,18,-2,1,5,-2,2,7,-9,-6,-2,1023,1021,1013,1021,1012,1007,0,0,0
2016/4/10,13,7,7,8,-8,-4,-2,1017,1022,1015,63,78,64,20,25,22,17,16,16,-3,-2,1,2,-2,2,-12,-9,-6,1025,1023,1021,1004,1021,1012,0,0,0
2016/4/11,7,13,7,7,4,-8,-4,1006,1017,1022,77,63,78,22,20,25,21,17,16,6,-3,-2,10,2,-2,-2,-12,-9,1014,1025,1023,1002,1004,1021,0,0,0
2016/4/12,8,7,13,7,-6,4,-8,1022,1006,1017,65,77,63,22,22,20,14,21,17,-1,6,-3,2,10,2,-10,-2,-12,1026,1014,1025,1016,1002,1004,0,0,0
2016/4/13,15,8,7,13,-5,-6,4,1024,1022,1006,74,65,77,21,22,22,21,14,21,-5,-1,6,-2,2,10,-9,-10,-2,1028,1026,1014,1020,1016,1002,0,0,0
2016/4/14,17,15,8,7,1,-5,-6,1017,1024,1022,64,74,65,21,21,22,26,21,14,4,-5,-1,5,-2,2,-3,-9,-10,1020,1028,1026,1015,1020,1016,0,0,0
2016/4/15,18,17,15,8,6,1,-5,1015,1017,1024,93,64,74,25,21,21,25,26,21,9,4,-5,10,5,-2,3,-3,-9,1019,1020,1028,1012,1015,1020,0,0,0
2016/4/16,19,18,17,15,8,6,1,1012,1015,1017,80,93,64,30,25,21,27,25,26,8,9,4,10,10,5,5,3,-3,1013,1019,1020,1010,1012,1015,0,0,0
2016/4/17,19,19,18,17,12,8,6,1016,1012,1015,78,80,93,49,30,25,23,27,25,15,8,9,13,10,10,11,5,3,1018,1013,1019,1013,1010,1012,0,0,0
2016/4/18,13,19,19,18,13,12,8,1021,1016,1012,100,78,80,57,49,30,22,23,27,16,15,8,16,13,10,12,11,5,1022,1018,1013,1018,1013,1010,6.35,0,0
2016/4/19,13,13,19,19,11,13,12,1021,1021,1016,100,100,78,72,57,49,16,22,23,9,16,15,16,16,13,7,12,11,1024,1022,1018,1020,1018,1013,18.54,6.35,0
2016/4/20,13,13,13,19,8,11,13,1023,1021,1021,93,100,100,55,72,57,17,16,22,9,9,16,9,16,16,7,7,12,1024,1024,1022,1019,1020,1018,0,18.54,6.35
2016/4/21,17,13,13,13,9,8,11,1013,1023,1021,96,93,100,55,55,72,16,17,16,11,9,9,10,9,16,7,7,7,1018,1024,1024,1011,1019,1020,31.24,0,18.54
2016/4/22,14,17,13,13,10,9,8,1012,1013,1023,96,96,93,41,55,55,22,16,17,11,11,9,11,10,9,8,7,7,1017,1018,1024,1009,1011,1019,0.76,31.24,0
2016/4/23,18,14,17,13,6,10,9,1020,1012,1013,92,96,96,35,41,55,21,22,16,6,11,11,9,11,10,4,8,7,1022,1017,1018,1018,1009,1011,0,0.76,31.24
2016/4/24,21,18,14,17,10,6,10,1012,1020,1012,93,92,96,33,35,41,28,21,22,8,6,11,13,9,11,8,4,8,1019,1022,1017,1006,1018,1009,0,0,0.76
2016/4/25,18,21,18,14,12,10,6,1001,1012,1020,80,93,92,45,33,35,28,28,21,13,8,6,16,13,9,10,8,4,1006,1019,1022,998,1006,1018,1.02,0,0
2016/4/26,19,18,21,18,8,12,10,1004,1001,1012,86,80,93,33,45,33,25,28,28,11,13,8,12,16,13,6,10,8,1007,1006,1019,1002,998,1006,0,1.02,0
2016/4/27,13,19,18,21,12,8,12,1005,1004,1001,90,86,80,49,33,45,26,25,28,11,11,13,16,12,16,8,6,10,1008,1007,1006,1002,1002,998,15.49,0,1.02
2016/4/28,10,13,19,18,10,12,8,999,1005,1004,100,90,86,60,49,33,18,26,25,8,11,11,14,16,12,6,8,6,1003,1008,1007,994,1002,1002,17.02,15.49,0
2016/4/29,8,10,13,19,6,10,12,1013,999,1005,86,100,90,63,60,49,12,18,26,8,8,11,8,14,16,4,6,8,1021,1003,1008,1004,994,1002,0,17.02,15.49
2016/4/30,10,8,10,13,5,6,10,1017,1013,999,86,86,100,71,63,60,9,12,18,7,8,8,6,8,14,3,4,6,1021,1021,1003,1012,1004,994,0.51,0,17.02
2016/5/1,9,10,8,10,8,5,6,1008,1017,1013,96,86,86,86,71,63,12,9,12,8,7,8,10,6,8,6,3,4,1012,1021,1021,1006,1012,1004,19.05,0.51,0
2016/5/2,14,9,10,8,6,8,5,1019,1008,1017,100,96,86,74,86,71,11,12,9,7,8,7,9,10,6,5,6,3,1023,1012,1021,1012,1006,1012,1.52,19.05,0.51
2016/5/3,13,14,9,10,4,6,8,1020,1019,1008,80,100,96,34,74,86,19,11,12,9,7,8,6,9,10,2,5,6,1023,1023,1012,1018,1012,1006,0,1.52,19.05
2016/5/4,16,13,14,9,5,4,6,1016,1020,1019,96,80,100,29,34,74,22,19,11,4,9,7,8,6,9,3,2,5,1019,1023,1023,1012,1018,1012,0,0,1.52
2016/5/5,16,16,13,14,3,5,4,1016,1016,1020,71,96,80,24,29,34,23,22,19,8,4,9,7,8,6,0,3,2,1019,1019,1023,1012,1012,1018,0,0,0
2016/5/6,22,16,16,13,4,3,5,1017,1016,1016,89,71,96,21,24,29,27,23,22,4,8,4,7,7,8,2,0,3,1020,1019,1019,1015,1012,1012,0,0,0
2016/5/7,19,22,16,16,6,4,3,1013,1017,1016,61,89,71,18,21,24,32,27,23,12,4,8,9,7,7,3,2,0,1016,1020,1019,1010,1015,1012,0,0,0
2016/5/8,19,19,22,16,9,6,4,1011,1013,1017,77,61,89,34,18,21,25,32,27,14,12,4,12,9,7,2,3,2,1013,1016,1020,1010,1010,1015,0,0,0
2016/5/9,17,19,19,22,10,9,6,1007,1011,1013,78,77,61,36,34,18,26,25,32,12,14,12,16,12,9,2,2,3,1012,1013,1016,1004,1010,1010,17.78,0,0
2016/5/10,17,17,19,19,13,10,9,1002,1007,1011,100,78,77,68,36,34,22,26,25,11,12,14,17,16,12,10,2,2,1006,1012,1013,999,1004,1010,17.53,17.78,0
2016/5/11,18,17,17,19,12,13,10,1008,1002,1007,100,100,78,48,68,36,26,22,26,8,11,12,16,17,16,8,10,2,1014,1006,1012,1003,999,1004,6.6,17.53,17.78
2016/5/12,16,18,17,17,11,12,13,1015,1008,1002,90,100,100,41,48,68,23,26,22,12,8,11,16,16,17,6,8,10,1021,1014,1006,1010,1003,999,9.14,6.6,17.53
2016/5/13,16,16,18,17,4,11,12,1022,1015,1008,71,90,100,27,41,48,22,23,26,10,12,8,7,16,16,2,6,8,1023,1021,1014,1020,1010,1003,0,9.14,6.6
2016/5/14,10,16,16,18,5,4,11,1019,1022,1015,86,71,90,40,27,41,25,22,23,7,10,12,11,7,16,-3,2,6,1025,1023,1021,1014,1020,1010,0,0,9.14
2016/5/16,11,10,16,16,-2,5,4,1026,1019,1022,65,86,71,27,40,27,16,25,22,3,7,10,1,11,7,-3,-3,2,1029,1025,1023,1023,1014,1020,0,0,0
2016/5/17,14,11,10,16,8,-2,5,1020,1026,1019,93,65,86,71,27,40,12,16,25,9,3,7,10,1,11,6,-3,-3,1022,1029,1025,1019,1023,1014,7.11,0,0
2016/5/18,14,14,11,10,8,8,-2,1023,1020,1026,100,93,65,42,71,27,21,12,16,7,9,3,10,10,1,6,6,-3,1025,1022,1029,1021,1019,1023,0,7.11,0
2016/5/19,16,14,14,11,6,8,8,1023,1023,1020,92,100,93,27,42,71,23,21,12,4,7,9,11,10,10,3,6,6,1025,1025,1022,1020,1021,1019,0,0,7.11
2016/5/20,15,16,14,14,8,6,8,1019,1023,1023,89,92,100,39,27,42,21,23,21,9,4,7,10,11,10,6,3,6,1021,1025,1025,1015,1020,1021,0,0,0
2016/5/21,18,15,16,14,11,8,6,1018,1019,1023,86,89,92,63,39,27,18,21,23,12,9,4,12,10,11,8,6,3,1019,1021,1025,1016,1015,1020,0,0,0
2016/5/22,22,18,15,16,9,11,8,1020,1018,1019,83,86,89,38,63,39,24,18,21,11,12,9,10,12,10,8,8,6,1022,1019,1021,1018,1016,1015,0,0,0
2016/5/23,21,22,18,15,14,9,11,1013,1020,1018,69,83,86,47,38,63,29,24,18,16,11,12,17,10,12,9,8,8,1018,1022,1019,1007,1018,1016,0,0,0
2016/5/24,22,21,22,18,17,14,9,1009,1013,1020,90,69,83,64,47,38,26,29,24,15,16,11,20,17,10,14,9,8,1012,1018,1022,1007,1007,1018,23.37,0,0
2016/5/25,22,22,21,22,16,17,14,1011,1009,1013,97,90,69,49,64,47,28,26,29,15,15,16,17,20,17,14,14,9,1013,1012,1018,1009,1007,1007,0,23.37,0
2016/5/26,21,22,22,21,17,16,17,1010,1011,1009,90,97,90,58,49,64,26,28,26,17,15,15,20,17,20,13,14,14,1012,1013,1012,1004,1009,1007,7.37,0,23.37
2016/5/27,21,21,22,22,16,17,16,1009,1010,1011,93,90,97,51,58,49,28,26,28,13,17,15,21,20,17,12,13,14,1012,1012,1013,1005,1004,1009,16.51,7.37,0
2016/5/28,19,21,21,22,16,16,17,1006,1009,1010,90,93,90,58,51,58,25,28,26,16,13,17,18,21,20,14,12,13,1009,1012,1012,1004,1005,1004,30.73,16.51,7.37
2016/5/29,22,19,21,21,13,16,16,1009,1006,1009,93,90,93,50,58,51,25,25,28,13,16,13,14,18,21,13,14,12,1015,1009,1012,1005,1004,1005,0,30.73,16.51
2016/5/30,23,22,19,21,14,13,16,1016,1009,1006,93,93,90,32,50,58,31,25,25,13,13,16,17,14,18,12,13,14,1019,1015,1009,1014,1005,1004,0,0,30.73
2016/5/31,22,23,22,19,16,14,13,1013,1016,1009,93,93,93,34,32,50,31,31,25,15,13,13,18,17,14,13,12,13,1016,1019,1015,1009,1014,1005,0,0,0
2016/6/1,21,22,23,22,13,16,14,1013,1013,1016,78,93,93,40,34,32,26,31,31,18,15,13,16,18,17,9,13,12,1015,1016,1019,1010,1009,1014,0,0,0
2016/6/2,22,21,22,23,9,13,16,1016,1013,1013,78,78,93,30,40,34,27,26,31,14,18,15,12,16,18,7,9,13,1018,1015,1016,1014,1010,1009,0,0,0
2016/6/3,23,22,21,22,11,9,13,1017,1016,1013,86,78,78,25,30,40,31,27,26,12,14,18,13,12,16,8,7,9,1019,1018,1015,1015,1014,1010,0,0,0
2016/6/4,22,23,22,21,13,11,9,1013,1017,1016,93,86,78,26,25,30,32,31,27,14,12,14,19,13,12,9,8,7,1016,1019,1018,1010,1015,1014,1.78,0,0
2016/6/5,24,22,23,22,12,13,11,1014,1013,1017,93,93,86,28,26,25,29,32,31,16,14,12,17,19,13,8,9,8,1015,1016,1019,1013,1010,1015,0,1.78,0
2016/6/6,22,24,22,23,9,12,13,1013,1014,1013,73,93,93,21,28,26,31,29,32,16,16,14,13,17,19,6,8,9,1015,1015,1016,1010,1013,1010,0,0,1.78
2016/6/7,19,22,24,22,9,9,12,1012,1013,1014,80,73,93,23,21,28,31,31,29,14,16,16,14,13,17,6,6,8,1015,1015,1015,1011,1010,1013,0,0,0
2016/6/8,24,19,22,24,9,9,9,1015,1012,1013,77,80,73,35,23,21,27,31,31,11,14,16,12,14,13,8,6,6,1017,1015,1015,1012,1011,1010,0,0,0
2016/6/9,29,24,19,22,15,9,9,1010,1015,1012,78,77,80,34,35,23,33,27,31,16,11,14,18,12,14,11,8,6,1013,1017,1015,1007,1012,1011,0,0,0
2016/6/10,30,29,24,19,17,15,9,1007,1010,1015,69,78,77,33,34,35,36,33,27,22,16,11,18,18,12,14,11,8,1009,1013,1017,1006,1007,1012,0,0,0
2016/6/11,31,30,29,24,19,17,15,1010,1007,1010,69,69,78,38,33,34,36,36,33,23,22,16,20,18,18,17,14,11,1011,1009,1013,1008,1006,1007,0,0,0
2016/6/12,29,31,30,29,19,19,17,1012,1010,1007,74,69,69,38,38,33,36,36,36,24,23,22,20,20,18,18,17,14,1014,1011,1009,1011,1008,1006,0,0,0
2016/6/13,28,29,31,30,19,19,19,1014,1012,1010,84,74,69,36,38,38,35,36,36,22,24,23,21,20,20,18,18,17,1015,1014,1011,1013,1011,1008,0,0,0
2016/6/14,28,28,29,31,21,19,19,1011,1014,1012,90,84,74,47,36,38,33,35,36,22,22,24,22,21,20,19,18,18,1014,1015,1014,1008,1013,1011,0,0,0
2016/6/15,28,28,28,29,19,21,19,1005,1011,1014,93,90,84,33,47,36,34,33,35,21,22,22,22,22,21,15,19,18,1008,1014,1015,1003,1008,1013,0,0,0
2016/6/16,28,28,28,28,15,19,21,1008,1005,1011,84,93,90,19,33,47,38,34,33,17,21,22,17,22,22,11,15,19,1009,1008,1014,1005,1003,1008,0,0,0
2016/6/17,32,28,28,28,19,15,19,1009,1008,1005,84,84,93,39,19,33,37,38,34,20,17,21,22,17,22,16,11,15,1011,1009,1008,1007,1005,1003,0,0,0
2016/6/18,26,32,28,28,23,19,15,1012,1009,1008,79,84,84,45,39,19,38,37,38,26,20,17,24,22,17,22,16,11,1014,1011,1009,1010,1007,1005,0,0,0
2016/6/19,27,26,32,28,19,23,19,1020,1012,1009,97,79,84,50,45,39,32,38,37,20,26,20,21,24,22,16,22,16,1023,1014,1011,1016,1010,1007,12.7,0,0
2016/6/20,24,27,26,32,21,19,23,1018,1020,1012,90,97,79,46,50,45,34,32,38,20,20,26,22,21,24,19,16,22,1020,1023,1014,1015,1016,1010,0,12.7,0
2016/6/21,28,24,27,26,18,21,19,1020,1018,1020,81,90,97,43,46,50,29,34,32,19,20,20,23,22,21,12,19,16,1022,1020,1023,1017,1015,1016,0,0,12.7
2016/6/22,27,28,24,27,18,18,21,1014,1020,1018,87,81,90,35,43,46,37,29,34,19,19,20,22,23,22,16,12,19,1021,1022,1020,1006,1017,1015,0,0,0
2016/6/23,23,27,28,24,18,18,18,1006,1014,1020,69,87,81,41,35,43,34,37,29,21,19,19,22,22,23,14,16,12,1012,1021,1022,1003,1006,1017,0,0,0
2016/6/24,26,23,27,28,15,18,18,1016,1006,1014,84,69,87,43,41,35,29,34,37,17,21,19,17,22,22,13,14,16,1018,1012,1021,1013,1003,1006,0,0,0
2016/6/25,29,26,23,27,19,15,18,1013,1016,1006,93,84,69,41,43,41,34,29,34,17,17,21,22,17,22,16,13,14,1016,1018,1012,1010,1013,1003,0,0,0
2016/6/26,27,29,26,23,21,19,15,1011,1013,1016,79,93,84,44,41,43,34,34,29,24,17,17,23,22,17,19,16,13,1014,1016,1018,1009,1010,1013,0.25,0,0
2016/6/27,28,27,29,26,18,21,19,1017,1011,1013,90,79,93,30,44,41,34,34,34,20,24,17,21,23,22,13,19,16,1019,1014,1016,1015,1009,1010,0,0.25,0
2016/6/28,25,28,27,29,19,18,21,1020,1017,1011,93,90,79,38,30,44,34,34,34,22,20,24,23,21,23,17,13,19,1022,1019,1014,1018,1015,1009,0,0,0.25
2016/6/29,27,25,28,27,15,19,18,1021,1020,1017,81,93,90,37,38,30,31,34,34,19,22,20,16,23,21,13,17,13,1023,1022,1019,1018,1018,1015,0,0,0
2016/6/30,26,27,25,28,18,15,19,1016,1021,1020,79,81,93,38,37,38,33,31,34,22,19,22,20,16,23,15,13,17,1019,1023,1022,1013,1018,1018,0,0,0
2016/7/1,21,26,27,25,18,18,15,1014,1016,1021,90,79,81,36,38,37,33,33,31,19,22,19,20,20,16,14,15,13,1017,1019,1023,1012,1013,1018,0,0,0
2016/7/2,19,21,26,27,12,18,18,1020,1014,1016,86,90,79,30,36,38,27,33,33,14,19,22,16,20,20,7,14,15,1022,1017,1019,1018,1012,1013,0,0,0
2016/7/3,18,19,21,26,16,12,18,1016,1020,1014,100,86,90,57,30,36,22,27,33,17,14,19,18,16,20,13,7,14,1018,1022,1017,1015,1018,1012,22.35,0,0
2016/7/4,23,18,19,21,16,16,12,1014,1016,1020,97,100,86,76,57,30,21,22,27,16,17,14,17,18,16,15,13,7,1015,1018,1022,1013,1015,1018,0,22.35,0
2016/7/5,28,23,18,19,18,16,16,1011,1014,1016,93,97,100,62,76,57,28,21,22,18,16,17,21,17,18,17,15,13,1014,1015,1018,1009,1013,1015,0,0,22.35
2016/7/6,27,28,23,18,22,18,16,1007,1011,1014,100,93,97,51,62,76,36,28,21,21,18,16,24,21,17,18,17,15,1010,1014,1015,1005,1009,1013,0,0,0
2016/7/7,25,27,28,23,21,22,18,1007,1007,1011,84,100,93,56,51,62,34,36,28,20,21,18,25,24,21,18,18,17,1009,1010,1014,1005,1005,1009,0,0,0
2016/7/8,26,25,27,28,19,21,22,1009,1007,1007,93,84,100,52,56,51,32,34,36,18,20,21,23,25,24,16,18,18,1013,1009,1010,1004,1005,1005,59.44,0,0
2016/7/9,27,26,25,27,18,19,21,1014,1009,1007,97,93,84,36,52,56,32,32,34,19,18,20,21,23,25,14,16,18,1016,1013,1009,1012,1004,1005,0,59.44,0
2016/7/10,29,27,26,25,21,18,19,1015,1014,1009,90,97,93,59,36,52,33,32,32,21,19,18,24,21,23,18,14,16,1017,1016,1013,1012,1012,1004,1.78,0,59.44
2016/7/11,28,29,27,26,23,21,18,1009,1015,1014,91,90,97,52,59,36,34,33,32,24,21,19,24,24,21,21,18,14,1012,1017,1016,1005,1012,1012,0,1.78,0
2016/7/12,25,28,29,27,22,23,21,1003,1009,1015,79,91,90,52,52,59,34,34,33,22,24,21,24,24,24,21,21,18,1005,1012,1017,1001,1005,1012,18.54,0,1.78
2016/7/13,27,25,28,29,19,22,23,1009,1003,1009,93,79,91,45,52,52,31,34,34,19,22,24,23,24,24,14,21,21,1012,1005,1012,1005,1001,1005,0,18.54,0
2016/7/14,24,27,25,28,19,19,22,1010,1009,1003,93,93,79,37,45,52,33,31,34,20,19,22,22,23,24,15,14,21,1014,1012,1005,1008,1005,1001,0,0,18.54
2016/7/15,19,24,27,25,17,19,19,1015,1010,1009,93,93,93,38,37,45,32,33,31,17,20,19,19,22,23,16,15,14,1017,1014,1012,1013,1008,1005,0,0,0
2016/7/16,23,19,24,27,16,17,19,1019,1015,1010,97,93,93,68,38,37,23,32,33,16,17,20,18,19,22,14,16,15,1022,1017,1014,1017,1013,1008,4.06,0,0
2016/7/17,28,23,19,24,19,16,17,1015,1019,1015,97,97,93,55,68,38,31,23,32,15,16,17,22,18,19,14,14,16,1019,1022,1017,1010,1017,1013,0,4.06,0
2016/7/18,27,28,23,19,22,19,16,1012,1015,1019,87,97,97,55,55,68,33,31,23,24,15,16,23,22,18,21,14,14,1016,1019,1022,1009,1010,1017,0.76,0,4.06
2016/7/19,28,27,28,23,21,22,19,1019,1012,1015,93,87,97,59,55,55,31,33,31,22,24,15,24,23,22,18,21,14,1022,1016,1019,1015,1009,1010,0,0.76,0
2016/7/20,29,28,27,28,23,21,22,1018,1019,1012,88,93,87,56,59,55,33,31,33,23,22,24,24,24,23,22,18,21,1020,1022,1016,1015,1015,1009,0,0,0.76
